,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2021 Census of Population and Housing,,,,,,,,
General Community Profile DataPack Metadata,,,,,,,,
,,,,,,,,
,,Celldescriptors,,,,,,
G5980,M_2000_2999_35_44_yrs,MALES_2000_2999_Age_35_44_years,G17A,G17,Age: 35-44 years|MALES,,,
G5981,M_2000_2999_45_54_yrs,MALES_2000_2999_Age_45_54_years,G17A,G17,Age: 45-54 years|MALES,,,
G5982,M_2000_2999_55_64_yrs,MALES_2000_2999_Age_55_64_years,G17A,G17,Age: 55-64 years|MALES,,,
G5983,M_2000_2999_65_74_yrs,MALES_2000_2999_Age_65_74_years,G17A,G17,Age: 65-74 years|MALES,,,
G5984,M_2000_2999_75_84_yrs,MALES_2000_2999_Age_75_84_years,G17A,G17,Age: 75-84 years|MALES,,,
G5985,M_2000_2999_85ov,MALES_2000_2999_Age_85_years_and_over,G17A,G17,Age: 85 years and over|MALES,,,
G5986,M_2000_2999_Tot,MALES_2000_2999_Total,G17A,G17,Total|MALES,,,
G5987,M_3000_3499_15_19_yrs,MALES_3000_3499_Age_15_19_years,G17A,G17,Age: 15-19 years|MALES,,,
G5988,M_3000_3499_20_24_yrs,MALES_3000_3499_Age_20_24_years,G17A,G17,Age: 20-24 years|MALES,,,
G5989,M_3000_3499_25_34_yrs,MALES_3000_3499_Age_25_34_years,G17A,G17,Age: 25-34 years|MALES,,,
G5990,M_3000_3499_35_44_yrs,MALES_3000_3499_Age_35_44_years,G17A,G17,Age: 35-44 years|MALES,,,
G5991,M_3000_3499_45_54_yrs,MALES_3000_3499_Age_45_54_years,G17A,G17,Age: 45-54 years|MALES,,,
G5992,M_3000_3499_55_64_yrs,MALES_3000_3499_Age_55_64_years,G17A,G17,Age: 55-64 years|MALES,,,
G5993,M_3000_3499_65_74_yrs,MALES_3000_3499_Age_65_74_years,G17A,G17,Age: 65-74 years|MALES,,,
G5994,M_3000_3499_75_84_yrs,MALES_3000_3499_Age_75_84_years,G17A,G17,Age: 75-84 years|MALES,,,
G5995,M_3000_3499_85ov,MALES_3000_3499_Age_85_years_and_over,G17A,G17,Age: 85 years and over|MALES,,,
G5996,M_3000_3499_Tot,MALES_3000_3499_Total,G17A,G17,Total|MALES,,,
G5997,M_3500_more_15_19_yrs,MALES_3500_or_more_Age_15_19_years,G17A,G17,Age: 15-19 years|MALES,,,
G5998,M_3500_more_20_24_yrs,MALES_3500_or_more_Age_20_24_years,G17A,G17,Age: 20-24 years|MALES,,,
G5999,M_3500_more_25_34_yrs,MALES_3500_or_more_Age_25_34_years,G17A,G17,Age: 25-34 years|MALES,,,
G6000,M_3500_more_35_44_yrs,MALES_3500_or_more_Age_35_44_years,G17A,G17,Age: 35-44 years|MALES,,,
G6001,M_3500_more_45_54_yrs,MALES_3500_or_more_Age_45_54_years,G17A,G17,Age: 45-54 years|MALES,,,
G6002,M_3500_more_55_64_yrs,MALES_3500_or_more_Age_55_64_years,G17A,G17,Age: 55-64 years|MALES,,,
G6003,M_3500_more_65_74_yrs,MALES_3500_or_more_Age_65_74_years,G17A,G17,Age: 65-74 years|MALES,,,
G6004,M_3500_more_75_84_yrs,MALES_3500_or_more_Age_75_84_years,G17A,G17,Age: 75-84 years|MALES,,,
G6005,M_3500_more_85ov,MALES_3500_or_more_Age_85_years_and_over,G17A,G17,Age: 85 years and over|MALES,,,
G6006,M_3500_more_Tot,MALES_3500_or_more_Total,G17A,G17,Total|MALES,,,
G6007,M_PI_NS_15_19_yrs,MALES_Personal_income_not_stated_Age_15_19_years,G17A,G17,Age: 15-19 years|MALES,,,
G6008,M_PI_NS_ns_20_24_yrs,MALES_Personal_income_not_stated_Age_20_24_years,G17A,G17,Age: 20-24 years|MALES,,,
G6009,M_PI_NS_ns_25_34_yrs,MALES_Personal_income_not_stated_Age_25_34_years,G17A,G17,Age: 25-34 years|MALES,,,
G6010,M_PI_NS_ns_35_44_yrs,MALES_Personal_income_not_stated_Age_35_44_years,G17A,G17,Age: 35-44 years|MALES,,,
G6011,M_PI_NS_ns_45_54_yrs,MALES_Personal_income_not_stated_Age_45_54_years,G17A,G17,Age: 45-54 years|MALES,,,
G6012,M_PI_NS_ns_55_64_yrs,MALES_Personal_income_not_stated_Age_55_64_years,G17A,G17,Age: 55-64 years|MALES,,,
G6013,M_PI_NS_ns_65_74_yrs,MALES_Personal_income_not_stated_Age_65_74_years,G17A,G17,Age: 65-74 years|MALES,,,
G6014,M_PI_NS_ns_75_84_yrs,MALES_Personal_income_not_stated_Age_75_84_years,G17A,G17,Age: 75-84 years|MALES,,,
G6015,M_PI_NS_ns_85_yrs_ovr,MALES_Personal_income_not_stated_Age_85_years_and_over,G17A,G17,Age: 85 years and over|MALES,,,
G6016,M_PI_NS_ns_Tot,MALES_Personal_income_not_stated_Total,G17A,G17,Total|MALES,,,
G6017,M_Tot_15_19_yrs,MALES_Total_Age_15_19_years,G17A,G17,Age: 15-19 years|MALES,,,
G6018,M_Tot_20_24_yrs,MALES_Total_Age_20_24_years,G17A,G17,Age: 20-24 years|MALES,,,
G6019,M_Tot_25_34_yrs,MALES_Total_Age_25_34_years,G17A,G17,Age: 25-34 years|MALES,,,
G6020,M_Tot_35_44_yrs,MALES_Total_Age_35_44_years,G17A,G17,Age: 35-44 years|MALES,,,
G6021,M_Tot_45_54_yrs,MALES_Total_Age_45_54_years,G17A,G17,Age: 45-54 years|MALES,,,
G6022,M_Tot_55_64_yrs,MALES_Total_Age_55_64_years,G17A,G17,Age: 55-64 years|MALES,,,
G6023,M_Tot_65_74_yrs,MALES_Total_Age_65_74_years,G17A,G17,Age: 65-74 years|MALES,,,
G6024,M_Tot_75_84_yrs,MALES_Total_Age_75_84_years,G17A,G17,Age: 75-84 years|MALES,,,
G6025,M_Tot_85ov,MALES_Total_Age_85_years_and_over,G17A,G17,Age: 85 years and over|MALES,,,
G6026,M_Tot_Tot,MALES_Total_Total,G17A,G17,Total|MALES,,,
G6027,F_Neg_Nil_income_15_19_yrs,FEMALES_Negative_Nil_income_Age_15_19_years,G17A,G17,Age: 15-19 years|FEMALES,,,
G6028,F_Neg_Nil_income_20_24_yrs,FEMALES_Negative_Nil_income_Age_20_24_years,G17A,G17,Age: 20-24 years|FEMALES,,,
G6029,F_Neg_Nil_income_25_34_yrs,FEMALES_Negative_Nil_income_Age_25_34_years,G17A,G17,Age: 25-34 years|FEMALES,,,
G6030,F_Neg_Nil_income_35_44_yrs,FEMALES_Negative_Nil_income_Age_35_44_years,G17A,G17,Age: 35-44 years|FEMALES,,,
G6031,F_Neg_Nil_income_45_54_yrs,FEMALES_Negative_Nil_income_Age_45_54_years,G17A,G17,Age: 45-54 years|FEMALES,,,
G6032,F_Neg_Nil_income_55_64_yrs,FEMALES_Negative_Nil_income_Age_55_64_years,G17A,G17,Age: 55-64 years|FEMALES,,,
G6033,F_Neg_Nil_income_65_74_yrs,FEMALES_Negative_Nil_income_Age_65_74_years,G17A,G17,Age: 65-74 years|FEMALES,,,
G6034,F_Neg_Nil_income_75_84_yrs,FEMALES_Negative_Nil_income_Age_75_84_years,G17A,G17,Age: 75-84 years|FEMALES,,,
G6035,F_Neg_Nil_incme_85_yrs_ovr,FEMALES_Negative_Nil_income_Age_85_years_and_over,G17A,G17,Age: 85 years and over|FEMALES,,,
G6036,F_Neg_Nil_income_Tot,FEMALES_Negative_Nil_income_Total,G17A,G17,Total|FEMALES,,,
G6037,F_1_149_15_19_yrs,FEMALES_1_149_Age_15_19_years,G17A,G17,Age: 15-19 years|FEMALES,,,
G6038,F_1_149_20_24_yrs,FEMALES_1_149_Age_20_24_years,G17A,G17,Age: 20-24 years|FEMALES,,,
G6039,F_1_149_25_34_yrs,FEMALES_1_149_Age_25_34_years,G17A,G17,Age: 25-34 years|FEMALES,,,
G6040,F_1_149_35_44_yrs,FEMALES_1_149_Age_35_44_years,G17A,G17,Age: 35-44 years|FEMALES,,,
G6041,F_1_149_45_54_yrs,FEMALES_1_149_Age_45_54_years,G17A,G17,Age: 45-54 years|FEMALES,,,
G6042,F_1_149_55_64_yrs,FEMALES_1_149_Age_55_64_years,G17A,G17,Age: 55-64 years|FEMALES,,,
G6043,F_1_149_65_74_yrs,FEMALES_1_149_Age_65_74_years,G17A,G17,Age: 65-74 years|FEMALES,,,
G6044,F_1_149_75_84_yrs,FEMALES_1_149_Age_75_84_years,G17A,G17,Age: 75-84 years|FEMALES,,,
G6045,F_1_149_85ov,FEMALES_1_149_Age_85_years_and_over,G17A,G17,Age: 85 years and over|FEMALES,,,
G6046,F_1_149_Tot,FEMALES_1_149_Total,G17A,G17,Total|FEMALES,,,
G6047,F_150_299_15_19_yrs,FEMALES_150_299_Age_15_19_years,G17A,G17,Age: 15-19 years|FEMALES,,,
G6048,F_150_299_20_24_yrs,FEMALES_150_299_Age_20_24_years,G17A,G17,Age: 20-24 years|FEMALES,,,
G6049,F_150_299_25_34_yrs,FEMALES_150_299_Age_25_34_years,G17A,G17,Age: 25-34 years|FEMALES,,,
G6050,F_150_299_35_44_yrs,FEMALES_150_299_Age_35_44_years,G17A,G17,Age: 35-44 years|FEMALES,,,
G6051,F_150_299_45_54_yrs,FEMALES_150_299_Age_45_54_years,G17A,G17,Age: 45-54 years|FEMALES,,,
G6052,F_150_299_55_64_yrs,FEMALES_150_299_Age_55_64_years,G17A,G17,Age: 55-64 years|FEMALES,,,
G6053,F_150_299_65_74_yrs,FEMALES_150_299_Age_65_74_years,G17A,G17,Age: 65-74 years|FEMALES,,,
G6054,F_150_299_75_84_yrs,FEMALES_150_299_Age_75_84_years,G17A,G17,Age: 75-84 years|FEMALES,,,
G6055,F_150_299_85ov,FEMALES_150_299_Age_85_years_and_over,G17A,G17,Age: 85 years and over|FEMALES,,,
G6056,F_150_299_Tot,FEMALES_150_299_Total,G17A,G17,Total|FEMALES,,,
G6057,F_300_399_15_19_yrs,FEMALES_300_399_Age_15_19_years,G17B,G17 ,Age: 15-19 years|FEMALES,,,
G6058,F_300_399_20_24_yrs,FEMALES_300_399_Age_20_24_years,G17B,G17 ,Age: 20-24 years|FEMALES,,,
G6059,F_300_399_25_34_yrs,FEMALES_300_399_Age_25_34_years,G17B,G17,Age: 25-34 years|FEMALES,,,
G6060,F_300_399_35_44_yrs,FEMALES_300_399_Age_35_44_years,G17B,G17,Age: 35-44 years|FEMALES,,,
G6061,F_300_399_45_54_yrs,FEMALES_300_399_Age_45_54_years,G17B,G17,Age: 45-54 years|FEMALES,,,
G6062,F_300_399_55_64_yrs,FEMALES_300_399_Age_55_64_years,G17B,G17,Age: 55-64 years|FEMALES,,,
G6063,F_300_399_65_74_yrs,FEMALES_300_399_Age_65_74_years,G17B,G17,Age: 65-74 years|FEMALES,,,
G6064,F_300_399_75_84_yrs,FEMALES_300_399_Age_75_84_years,G17B,G17,Age: 75-84 years|FEMALES,,,
G6065,F_300_399_85ov,FEMALES_300_399_Age_85_years_and_over,G17B,G17,Age: 85 years and over|FEMALES,,,
G6066,F_300_399_Tot,FEMALES_300_399_Total,G17B,G17,Total|FEMALES,,,
G6067,F_400_499_15_19_yrs,FEMALES_400_499_Age_15_19_years,G17B,G17,Age: 15-19 years|FEMALES,,,
G6068,F_400_499_20_24_yrs,FEMALES_400_499_Age_20_24_years,G17B,G17,Age: 20-24 years|FEMALES,,,
G6069,F_400_499_25_34_yrs,FEMALES_400_499_Age_25_34_years,G17B,G17,Age: 25-34 years|FEMALES,,,
G6070,F_400_499_35_44_yrs,FEMALES_400_499_Age_35_44_years,G17B,G17,Age: 35-44 years|FEMALES,,,
G6071,F_400_499_45_54_yrs,FEMALES_400_499_Age_45_54_years,G17B,G17,Age: 45-54 years|FEMALES,,,
G6072,F_400_499_55_64_yrs,FEMALES_400_499_Age_55_64_years,G17B,G17,Age: 55-64 years|FEMALES,,,
G6073,F_400_499_65_74_yrs,FEMALES_400_499_Age_65_74_years,G17B,G17,Age: 65-74 years|FEMALES,,,
G6074,F_400_499_75_84_yrs,FEMALES_400_499_Age_75_84_years,G17B,G17,Age: 75-84 years|FEMALES,,,
G6075,F_400_499_85ov,FEMALES_400_499_Age_85_years_and_over,G17B,G17,Age: 85 years and over|FEMALES,,,
G6076,F_400_499_Tot,FEMALES_400_499_Total,G17B,G17,Total|FEMALES,,,
G6077,F_500_649_15_19_yrs,FEMALES_500_649_Age_15_19_years,G17B,G17,Age: 15-19 years|FEMALES,,,
G6078,F_500_649_20_24_yrs,FEMALES_500_649_Age_20_24_years,G17B,G17,Age: 20-24 years|FEMALES,,,
G6079,F_500_649_25_34_yrs,FEMALES_500_649_Age_25_34_years,G17B,G17,Age: 25-34 years|FEMALES,,,
G6080,F_500_649_35_44_yrs,FEMALES_500_649_Age_35_44_years,G17B,G17,Age: 35-44 years|FEMALES,,,
G6081,F_500_649_45_54_yrs,FEMALES_500_649_Age_45_54_years,G17B,G17,Age: 45-54 years|FEMALES,,,
G6082,F_500_649_55_64_yrs,FEMALES_500_649_Age_55_64_years,G17B,G17,Age: 55-64 years|FEMALES,,,
G6083,F_500_649_65_74_yrs,FEMALES_500_649_Age_65_74_years,G17B,G17,Age: 65-74 years|FEMALES,,,
G6084,F_500_649_75_84_yrs,FEMALES_500_649_Age_75_84_years,G17B,G17,Age: 75-84 years|FEMALES,,,
G6085,F_500_649_85ov,FEMALES_500_649_Age_85_years_and_over,G17B,G17,Age: 85 years and over|FEMALES,,,
G6086,F_500_649_Tot,FEMALES_500_649_Total,G17B,G17,Total|FEMALES,,,
G6087,F_650_799_15_19_yrs,FEMALES_650_799_Age_15_19_years,G17B,G17,Age: 15-19 years|FEMALES,,,
G6088,F_650_799_20_24_yrs,FEMALES_650_799_Age_20_24_years,G17B,G17,Age: 20-24 years|FEMALES,,,
G6089,F_650_799_25_34_yrs,FEMALES_650_799_Age_25_34_years,G17B,G17,Age: 25-34 years|FEMALES,,,
G6090,F_650_799_35_44_yrs,FEMALES_650_799_Age_35_44_years,G17B,G17,Age: 35-44 years|FEMALES,,,
G6091,F_650_799_45_54_yrs,FEMALES_650_799_Age_45_54_years,G17B,G17,Age: 45-54 years|FEMALES,,,
G6092,F_650_799_55_64_yrs,FEMALES_650_799_Age_55_64_years,G17B,G17,Age: 55-64 years|FEMALES,,,
G6093,F_650_799_65_74_yrs,FEMALES_650_799_Age_65_74_years,G17B,G17,Age: 65-74 years|FEMALES,,,
G6094,F_650_799_75_84_yrs,FEMALES_650_799_Age_75_84_years,G17B,G17,Age: 75-84 years|FEMALES,,,
G6095,F_650_799_85ov,FEMALES_650_799_Age_85_years_and_over,G17B,G17,Age: 85 years and over|FEMALES,,,
G6096,F_650_799_Tot,FEMALES_650_799_Total,G17B,G17,Total|FEMALES,,,
G6097,F_800_999_15_19_yrs,FEMALES_800_999_Age_15_19_years,G17B,G17,Age: 15-19 years|FEMALES,,,
G6098,F_800_999_20_24_yrs,FEMALES_800_999_Age_20_24_years,G17B,G17,Age: 20-24 years|FEMALES,,,
G6099,F_800_999_25_34_yrs,FEMALES_800_999_Age_25_34_years,G17B,G17,Age: 25-34 years|FEMALES,,,
G6100,F_800_999_35_44_yrs,FEMALES_800_999_Age_35_44_years,G17B,G17,Age: 35-44 years|FEMALES,,,
G6101,F_800_999_45_54_yrs,FEMALES_800_999_Age_45_54_years,G17B,G17,Age: 45-54 years|FEMALES,,,
G6102,F_800_999_55_64_yrs,FEMALES_800_999_Age_55_64_years,G17B,G17,Age: 55-64 years|FEMALES,,,
G6103,F_800_999_65_74_yrs,FEMALES_800_999_Age_65_74_years,G17B,G17,Age: 65-74 years|FEMALES,,,
G6104,F_800_999_75_84_yrs,FEMALES_800_999_Age_75_84_years,G17B,G17,Age: 75-84 years|FEMALES,,,
G6105,F_800_999_85ov,FEMALES_800_999_Age_85_years_and_over,G17B,G17,Age: 85 years and over|FEMALES,,,
G6106,F_800_999_Tot,FEMALES_800_999_Total,G17B,G17,Total|FEMALES,,,
G6107,F_1000_1249_15_19_yrs,FEMALES_1000_1249_Age_15_19_years,G17B,G17,Age: 15-19 years|FEMALES,,,
G6108,F_1000_1249_20_24_yrs,FEMALES_1000_1249_Age_20_24_years,G17B,G17,Age: 20-24 years|FEMALES,,,
G6109,F_1000_1249_25_34_yrs,FEMALES_1000_1249_Age_25_34_years,G17B,G17,Age: 25-34 years|FEMALES,,,
G6110,F_1000_1249_35_44_yrs,FEMALES_1000_1249_Age_35_44_years,G17B,G17,Age: 35-44 years|FEMALES,,,
G6111,F_1000_1249_45_54_yrs,FEMALES_1000_1249_Age_45_54_years,G17B,G17,Age: 45-54 years|FEMALES,,,
G6112,F_1000_1249_55_64_yrs,FEMALES_1000_1249_Age_55_64_years,G17B,G17,Age: 55-64 years|FEMALES,,,
G6113,F_1000_1249_65_74_yrs,FEMALES_1000_1249_Age_65_74_years,G17B,G17,Age: 65-74 years|FEMALES,,,
G6114,F_1000_1249_75_84_yrs,FEMALES_1000_1249_Age_75_84_years,G17B,G17,Age: 75-84 years|FEMALES,,,
G6115,F_1000_1249_85ov,FEMALES_1000_1249_Age_85_years_and_over,G17B,G17,Age: 85 years and over|FEMALES,,,
G6116,F_1000_1249_Tot,FEMALES_1000_1249_Total,G17B,G17,Total|FEMALES,,,
G6117,F_1250_1499_15_19_yrs,FEMALES_1250_1499_Age_15_19_years,G17B,G17,Age: 15-19 years|FEMALES,,,
G6118,F_1250_1499_20_24_yrs,FEMALES_1250_1499_Age_20_24_years,G17B,G17,Age: 20-24 years|FEMALES,,,
G6119,F_1250_1499_25_34_yrs,FEMALES_1250_1499_Age_25_34_years,G17B,G17,Age: 25-34 years|FEMALES,,,
G6120,F_1250_1499_35_44_yrs,FEMALES_1250_1499_Age_35_44_years,G17B,G17,Age: 35-44 years|FEMALES,,,
G6121,F_1250_1499_45_54_yrs,FEMALES_1250_1499_Age_45_54_years,G17B,G17,Age: 45-54 years|FEMALES,,,
G6122,F_1250_1499_55_64_yrs,FEMALES_1250_1499_Age_55_64_years,G17B,G17,Age: 55-64 years|FEMALES,,,
G6123,F_1250_1499_65_74_yrs,FEMALES_1250_1499_Age_65_74_years,G17B,G17,Age: 65-74 years|FEMALES,,,
G6124,F_1250_1499_75_84_yrs,FEMALES_1250_1499_Age_75_84_years,G17B,G17,Age: 75-84 years|FEMALES,,,
G6125,F_1250_1499_85ov,FEMALES_1250_1499_Age_85_years_and_over,G17B,G17,Age: 85 years and over|FEMALES,,,
G6126,F_1250_1499_Tot,FEMALES_1250_1499_Total,G17B,G17,Total|FEMALES,,,
G6127,F_1500_1749_15_19_yrs,FEMALES_1500_1749_Age_15_19_years,G17B,G17,Age: 15-19 years|FEMALES,,,
G6128,F_1500_1749_20_24_yrs,FEMALES_1500_1749_Age_20_24_years,G17B,G17,Age: 20-24 years|FEMALES,,,
G6129,F_1500_1749_25_34_yrs,FEMALES_1500_1749_Age_25_34_years,G17B,G17,Age: 25-34 years|FEMALES,,,
G6130,F_1500_1749_35_44_yrs,FEMALES_1500_1749_Age_35_44_years,G17B,G17,Age: 35-44 years|FEMALES,,,
G6131,F_1500_1749_45_54_yrs,FEMALES_1500_1749_Age_45_54_years,G17B,G17,Age: 45-54 years|FEMALES,,,
G6132,F_1500_1749_55_64_yrs,FEMALES_1500_1749_Age_55_64_years,G17B,G17,Age: 55-64 years|FEMALES,,,
G6133,F_1500_1749_65_74_yrs,FEMALES_1500_1749_Age_65_74_years,G17B,G17,Age: 65-74 years|FEMALES,,,
G6134,F_1500_1749_75_84_yrs,FEMALES_1500_1749_Age_75_84_years,G17B,G17,Age: 75-84 years|FEMALES,,,
G6135,F_1500_1749_85ov,FEMALES_1500_1749_Age_85_years_and_over,G17B,G17,Age: 85 years and over|FEMALES,,,
G6136,F_1500_1749_Tot,FEMALES_1500_1749_Total,G17B,G17,Total|FEMALES,,,
G6137,F_1750_1999_15_19_yrs,FEMALES_1750_1999_Age_15_19_years,G17B,G17,Age: 15-19 years|FEMALES,,,
G6138,F_1750_1999_20_24_yrs,FEMALES_1750_1999_Age_20_24_years,G17B,G17,Age: 20-24 years|FEMALES,,,
G6139,F_1750_1999_25_34_yrs,FEMALES_1750_1999_Age_25_34_years,G17B,G17,Age: 25-34 years|FEMALES,,,
G6140,F_1750_1999_35_44_yrs,FEMALES_1750_1999_Age_35_44_years,G17B,G17,Age: 35-44 years|FEMALES,,,
G6141,F_1750_1999_45_54_yrs,FEMALES_1750_1999_Age_45_54_years,G17B,G17,Age: 45-54 years|FEMALES,,,
G6142,F_1750_1999_55_64_yrs,FEMALES_1750_1999_Age_55_64_years,G17B,G17,Age: 55-64 years|FEMALES,,,
G6143,F_1750_1999_65_74_yrs,FEMALES_1750_1999_Age_65_74_years,G17B,G17,Age: 65-74 years|FEMALES,,,
G6144,F_1750_1999_75_84_yrs,FEMALES_1750_1999_Age_75_84_years,G17B,G17,Age: 75-84 years|FEMALES,,,
G6145,F_1750_1999_85ov,FEMALES_1750_1999_Age_85_years_and_over,G17B,G17,Age: 85 years and over|FEMALES,,,
G6146,F_1750_1999_Tot,FEMALES_1750_1999_Total,G17B,G17,Total|FEMALES,,,
G6147,F_2000_2999_15_19_yrs,FEMALES_2000_2999_more_Age_15_19_years,G17B,G17,Age: 15-19 years|FEMALES,,,
G6148,F_2000_2999_20_24_yrs,FEMALES_2000_2999_more_Age_20_24_years,G17B,G17,Age: 20-24 years|FEMALES,,,
G6149,F_2000_2999_25_34_yrs,FEMALES_2000_2999_more_Age_25_34_years,G17B,G17,Age: 25-34 years|FEMALES,,,
G6150,F_2000_2999_35_44_yrs,FEMALES_2000_2999_more_Age_35_44_years,G17B,G17,Age: 35-44 years|FEMALES,,,
G6151,F_2000_2999_45_54_yrs,FEMALES_2000_2999_more_Age_45_54_years,G17B,G17,Age: 45-54 years|FEMALES,,,
G6152,F_2000_2999_55_64_yrs,FEMALES_2000_2999_more_Age_55_64_years,G17B,G17,Age: 55-64 years|FEMALES,,,
G6153,F_2000_2999_65_74_yrs,FEMALES_2000_2999_more_Age_65_74_years,G17B,G17,Age: 65-74 years|FEMALES,,,
G6154,F_2000_2999_75_84_yrs,FEMALES_2000_2999_more_Age_75_84_years,G17B,G17,Age: 75-84 years|FEMALES,,,
G6155,F_2000_2999_85ov,FEMALES_2000_2999_more_Age_85_years_and_over,G17B,G17,Age: 85 years and over|FEMALES,,,
G6156,F_2000_2999_Tot,FEMALES_2000_2999_more_Total,G17B,G17,Total|FEMALES,,,
G6157,F_3000_3499_15_19_yrs,FEMALES_3000_3499_Age_15_19_years,G17B,G17,Age: 15-19 years|FEMALES,,,
G6158,F_3000_3499_20_24_yrs,FEMALES_3000_3499_Age_20_24_years,G17B,G17,Age: 20-24 years|FEMALES,,,
G6159,F_3000_3499_25_34_yrs,FEMALES_3000_3499_Age_25_34_years,G17B,G17,Age: 25-34 years|FEMALES,,,
G6160,F_3000_3499_35_44_yrs,FEMALES_3000_3499_Age_35_44_years,G17B,G17,Age: 35-44 years|FEMALES,,,
G6161,F_3000_3499_45_54_yrs,FEMALES_3000_3499_Age_45_54_years,G17B,G17,Age: 45-54 years|FEMALES,,,
G6162,F_3000_3499_55_64_yrs,FEMALES_3000_3499_Age_55_64_years,G17B,G17,Age: 55-64 years|FEMALES,,,
G6163,F_3000_3499_65_74_yrs,FEMALES_3000_3499_Age_65_74_years,G17B,G17,Age: 65-74 years|FEMALES,,,
G6164,F_3000_3499_75_84_yrs,FEMALES_3000_3499_Age_75_84_years,G17B,G17,Age: 75-84 years|FEMALES,,,
G6165,F_3000_3499_85ov,FEMALES_3000_3499_Age_85_years_and_over,G17B,G17,Age: 85 years and over|FEMALES,,,
G6166,F_3000_3499_Tot,FEMALES_3000_3499_Total,G17B,G17,Total|FEMALES,,,
G6167,F_3500_more_15_19_yrs,FEMALES_3500_or_more_Age_15_19_years,G17B,G17,Age: 15-19 years|FEMALES,,,
G6168,F_3500_more_20_24_yrs,FEMALES_3500_or_more_Age_20_24_years,G17B,G17,Age: 20-24 years|FEMALES,,,
G6169,F_3500_more_25_34_yrs,FEMALES_3500_or_more_Age_25_34_years,G17B,G17,Age: 25-34 years|FEMALES,,,
G6170,F_3500_more_35_44_yrs,FEMALES_3500_or_more_Age_35_44_years,G17B,G17,Age: 35-44 years|FEMALES,,,
G6171,F_3500_more_45_54_yrs,FEMALES_3500_or_more_Age_45_54_years,G17B,G17,Age: 45-54 years|FEMALES,,,
G6172,F_3500_more_55_64_yrs,FEMALES_3500_or_more_Age_55_64_years,G17B,G17,Age: 55-64 years|FEMALES,,,
G6173,F_3500_more_65_74_yrs,FEMALES_3500_or_more_Age_65_74_years,G17B,G17,Age: 65-74 years|FEMALES,,,
G6174,F_3500_more_75_84_yrs,FEMALES_3500_or_more_Age_75_84_years,G17B,G17,Age: 75-84 years|FEMALES,,,
G6175,F_3500_more_85ov,FEMALES_3500_or_more_Age_85_years_and_over,G17B,G17,Age: 85 years and over|FEMALES,,,
G6176,F_3500_more_Tot,FEMALES_3500_or_more_Total,G17B,G17,Total|FEMALES,,,
G6177,F_PI_NS_15_19_yrs,FEMALES_Personal_income_not_stated_Age_15_19_years,G17B,G17,Age: 15-19 years|FEMALES,,,
G6178,F_PI_NS_ns_20_24_yrs,FEMALES_Personal_income_not_stated_Age_20_24_years,G17B,G17,Age: 20-24 years|FEMALES,,,
G6179,F_PI_NS_ns_25_34_yrs,FEMALES_Personal_income_not_stated_Age_25_34_years,G17B,G17,Age: 25-34 years|FEMALES,,,
G6180,F_PI_NS_ns_35_44_yrs,FEMALES_Personal_income_not_stated_Age_35_44_years,G17B,G17,Age: 35-44 years|FEMALES,,,
G6181,F_PI_NS_ns_45_54_yrs,FEMALES_Personal_income_not_stated_Age_45_54_years,G17B,G17,Age: 45-54 years|FEMALES,,,
G6182,F_PI_NS_ns_55_64_yrs,FEMALES_Personal_income_not_stated_Age_55_64_years,G17B,G17,Age: 55-64 years|FEMALES,,,
G6183,F_PI_NS_ns_65_74_yrs,FEMALES_Personal_income_not_stated_Age_65_74_years,G17B,G17,Age: 65-74 years|FEMALES,,,
G6184,F_PI_NS_ns_75_84_yrs,FEMALES_Personal_income_not_stated_Age_75_84_years,G17B,G17,Age: 75-84 years|FEMALES,,,
G6185,F_PI_NS_ns_85_yrs_ovr,FEMALES_Personal_income_not_stated_Age_85_years_and_over,G17B,G17,Age: 85 years and over|FEMALES,,,
G6186,F_PI_NS_ns_Tot,FEMALES_Personal_income_not_stated_Total,G17B,G17,Total|FEMALES,,,
G6187,F_Tot_15_19_yrs,FEMALES_Total_Age_15_19_years,G17B,G17,Age: 15-19 years|FEMALES,,,
G6188,F_Tot_20_24_yrs,FEMALES_Total_Age_20_24_years,G17B,G17,Age: 20-24 years|FEMALES,,,
G6189,F_Tot_25_34_yrs,FEMALES_Total_Age_25_34_years,G17B,G17,Age: 25-34 years|FEMALES,,,
G6190,F_Tot_35_44_yrs,FEMALES_Total_Age_35_44_years,G17B,G17,Age: 35-44 years|FEMALES,,,
G6191,F_Tot_45_54_yrs,FEMALES_Total_Age_45_54_years,G17B,G17,Age: 45-54 years|FEMALES,,,
G6192,F_Tot_55_64_yrs,FEMALES_Total_Age_55_64_years,G17B,G17,Age: 55-64 years|FEMALES,,,
G6193,F_Tot_65_74_yrs,FEMALES_Total_Age_65_74_years,G17B,G17,Age: 65-74 years|FEMALES,,,
G6194,F_Tot_75_84_yrs,FEMALES_Total_Age_75_84_years,G17B,G17,Age: 75-84 years|FEMALES,,,
G6195,F_Tot_85ov,FEMALES_Total_Age_85_years_and_over,G17B,G17,Age: 85 years and over|FEMALES,,,
G6196,F_Tot_Tot,FEMALES_Total_Total,G17B,G17,Total|FEMALES,,,
